text,label
i may be self confident about certain things but others or at a specific point in time or something else that may be influencing my mood at that specific moment will cause me to get my feelings hurt or get angry or whatever emotion pops to the forefront at that time,sadness
i feel greedy because i went on that trip and got so much out of it but i dont think the children got anything out of it,anger
i walk away from the time travelling rts feeling incredibly impressed without necessarily having had that much fun,surprise
i left work today feeling so uncertain,fear
i can totally understand the emotion that one might feel toward those loving christian preachers but as i said i cannot condone the violent response,love
i feel disappointed in everyone around me and even more disappointed in myself to be at this point,sadness
i feel like streaking through the park and not caring who s looking,love
i was feeling very impressed with myself for nabbing a bargain,surprise
i did ttry so hard to make you feel loved amp thats something you even would post on your facebook wall amp my friends would see it,love
im certainly feeling brave and you must be thinking this is all very strange and nothing to do with finance and i have to say yes oh come on yes its about time we left all that behind and er we re respectable civilized human beings not money monsters,joy
im still at quite a loss for words as to how to express what im feeling about the tragic a href http www,sadness
i was laying in my bed the other night feeling angry,anger
ive been sculpting and sketching alot and have a few pieces started and a few more on the way which feels amazing,joy
i feel slightly dissatisfied,anger
i don t feel amazed enough,surprise
i have a feeling this is going to be ludicrous,surprise
i awoke with my stomach in knots feeling absolutely terrified,fear
i feel ungrateful to complain about anything,sadness
i feel very greedy and materialistic although most were great sales,anger
i dont think i can live the rest of my life feeling like this not caring about anything with this burning sensation forever burning at my core like one billion angry ants pissing fire in my chest,love
i can do something despite feeling scared,fear
i like feeling safe,joy
i feel very relaxed and fine,joy
i find the first part of the book the autobiographical part interesting because i always feel a kinship to anyone on a sincere search for truth beauty or goodness however it turns out,joy
i have who i know i can always count on when im having a tough day or am feeling discouraged about something related to our daughters special needs,sadness
i feel like having that sweet carby yet low glycemic meal not just at breakfast but often for dessert,love
i have always wanted one and was feeling generous to myself i splurged,joy
i stated my feelings to you and i feel wronged,anger
i feel like im blocking everything with just not really caring,love
im starting to feel a little bit frantic about open studios in reality i think im in pretty good shape but i feel that i have so much to do and im going from one thing to the next and not getting anything finished,fear
i was told that a friend of yours had gotten brhin i just left the place feeling really pissed off,anger
i feel the s era is like my beloved boyfriend seems i dont want to move on,joy
i feel i have a chance to show my kids the more playful side of myself,joy
i said if i was meant to go something would happen and so far everything thats happening keeps reinforcing this feeling that maybe its ok to skip it,joy
i mentioned if you feel there is still an issue dont hesitate to contact me directly and i will make sure your looked after,joy
i wanted to go even shorter but a last minute conversation with my husband left me feeling a little nervous about chopping it off completely,fear
i feel overwhelmingly intimidated,fear
i feel like you put a lot of yourself into supporting others it s so nice when you re on the receiving end i hope you have the same sort of support from those around you,love
i have a passionate purposeful life is getting in the way of me actually feeling my passionate and purposeful life,love
i feel like that was because my mom said are you mad,anger
i went out to feed it was a very strange feeling to be inside that much watching my beloved outside world almost exclusively through the various windows of my house,love
i am feeling a little proud of myself,joy
i didnt feel called there and i also didnt feel loved or wanted,love
i dont think i snapped at my husband but i did share with him how i was feeling so he would understand if i was impatient or got upset with him,anger
im not feeling even an ounce of the petty sibling rivalry type of mom loves me more,anger
i was working with a new weight trainer and feeling rather cranky because he had me doing a particularly difficult squat with a particularly large amount of weight,anger
i feel most honoured that they have chosen me as one of their new dt members and can t wait to start designing for them,joy
i feel completely despairing,sadness
i am feeling impatient with the tomatoes corn and carrots,anger
i knew it might be hard to capture that feel sure there are many of the elements one would expect in this one complete with the non linear but interesting storyline the contrast of color strange angles of cinematography and an intriguing vision,joy
i must say how good it feels to have so many of you supporting what i am doing,love
i am feeling the hole in my heart and my arms are aching for her physically aching,sadness
i feel a strange feeling it was like rage and anger,surprise
i feel like before i came here i thought maui was going to be this amazing beach adventure where everything was just pristine immaculate and picture perfectly set against mountains and beaches and sunshine and roses and bla bla bla,surprise
i walked away from it feeling uncertain of what would come next,fear
i can hardly feel or understand but the divine heat of that polishing act brings me so close to you so close that i feel you like i never did before,joy
i chose to not take the time to deal with the shadow side of my lovely day of loving and feeling loved by god,love
i want to trust i want to feel im trying but i think that part of mes been irreparably damaged,sadness
i still at times feel insecure and inadequate,fear
i just knew at that moment when he began to pour his feelings toward me through the idiotic facebook pictures everyone knows and loves about relationships that it had to end,sadness
i write with the feeling of thanks and acknowledgement for the people around me who have been supporting helping and advising me on steps,love
i wont feel alarmed,fear
i want is for you to feel uncomfortable because of me,fear
i think the most common one that everyone has experienced is that doom and gloom feeling where you just feel like something tragic just happened,sadness
i feel a little melancholy on account of certain things but it will lift,sadness
i feel loved from the moment i awake until the moment my head hits the pillow,love
i feel like im actually caring about what other people say,love
i feel the need to remain faithful to something that ive been goin at for over years,joy
i feel very lethargic after eating it and after many medical a href http articles,sadness
i am feeling quite a lot or pressure and twingy cramps so hoping that next scan will show some lovely growth,love
i just suddenly feel a bit sad,sadness
i have a feeling i will be totally unsuccessful at all of that stuff so i should become happy with being the dull joyce everyone knows i am,sadness
i ordered fish amp chips and now feel like my stomach was grease bombed but in a delicious kind of way,joy
i told them that i didn t feel like it was really a special day or anything,joy
i did feel a fond nostalgic excitement while i watched it thinking of my dads days as a mod kid in france in the s and unrelatedly a young jean pierre l aud is every bit of yummy if a little stoic and insecure,love
i noticed i was feeling much more irritable and things were bothering me that would not normally,anger
i forget that sometimes and then the universe offers me a moment where i feel overwhelmed by all of the doing that is constantly asking of me to give up my being for its accomplishment,surprise
i feel like sisyphus doomed to roll up the boulder of organic chemistry lab in a futile quest fraught with agony,sadness
i feel he will be valued again in time,joy
i always feel somewhat compassionate towards those who have no faith,love
ive been feeling very woeful about my life esp my current living situation,sadness
i feel so lonely once again,sadness
i used to feel scared at night,fear
i have been yelled at threatened covered in vomit urine and feces i have tried to handle every situation with strength and grace and when i was feeling really unsure about what was going to happen now i would say out loud to myself i am not afraid of anything,fear
im really feeling reluctant about returning to work and wish i could stay home longer,fear
i cant reach it the words i wanted to say are still vague as the time we spent fades my feelings get far away playback listen my beloved cat what i have,love
i feel very impressed because its a whole terms work done in an hour,surprise
i have been known to have four or five different men in one afternoon if i m feeling horny,love
i washed the sweet smile does not answer cang bu do not feel surprised,surprise
i feel like there are so many amazing styles and ideas out there and i am just a student to absorb it all,surprise
i am sure no boy would feel scared walking on the roads at two o clock in the night,fear
i typically dont enjoy mocking ridiculing making negative comments about other individuals for the simply reason i tend to feel really petty afterward,anger
im not sure it makes sense to anyone else but i always feel like im the weird one who literally feels my life quickly passing me by,surprise
im tired of feeling hateful toward him though im not sure what to do,anger
i think the manager liked something about my boyfriend and i judging by his behavior toward us left me feeling rather curious,surprise
i often feel overwhelmed and i also often lose things such as my library card that i found exactly one day after getting a replacement,surprise
i feel grumpy a href http thegospelcoalition,anger
i have been feeling pretty dazed and kind of delirious the last days or so,surprise
i love to feel irritated,anger
i never had this feeling with my other three so i was curious as to who else had this feeling and were right about it,surprise
i feel really impressed with myself in fact,surprise
i want to be able to look myself in the mirror without feeling disgusted or shameful and so far i believe that i can,anger
id still been feeling a bit reluctant to try my hand at caricature,fear
i was moses and in my own personal life when i am feeling frustrated and then see that i am coming under attack again i do not usually respond with praise and adoration for gods goodness,anger
i will be honest with you i was feeling really overwhelmed today,surprise
i really enjoy the games and i believe they are better than the books and films as i feel they are more adventurous and exciting,joy
i sighed and took off my shoulder holster holding my glock and feeling very hesitant about leaving it,fear
i also kind of stop keeping up with blogs when i feel overwhelmed with work life and simple stress and negativity but from now on i will give myself permission to read blogs and enjoy the experience in the way i used to,surprise
i wave remember how many people love you and feel our arms supporting you under the deep and painful sea,love
i was feeling extremely stressed out and there were lots of contributing factors but it caused my body to actually ju,anger
i just feel very unimportant and the whole vast of everything,sadness
im not used to feeling dumb,sadness
i still feel amazed about gender differences,surprise
i do know that making love with someone who you are truly connected to feels so amazing,surprise
i feel is disappointed,sadness
i loved feeling them kick even though little austin liked to wake me up around in the morning,love
i really feel like im being tortured,fear
i have a feeling that gino is slightly fond of kallen,love
i guess we are just feeling nostalgic as we enter the final month of the trip,love
i feel in case you are that frightened of your us government infringing in your privacy then you certainly shouldn t possess a google account nor google desktop lookup nor a gmail account,fear
i get a little self conscious taking my pics with an audience and when i feel shy i tend to act a bit silly but the kids are used to the production by now,fear
im feeling a little longing for my former crush,love
i feel a bit strange about things my identity is suffering,surprise
i am feeling all romantic and stuff i take emily to the club to eat sam s club that is,love
i feel agitated again,fear
i hid my feeling that i liked her so much,love
i find sewing massively helps me when i feel grumpy,anger
i dunno whether to feel amazed or disgusted,surprise
i always think something is wrong if i feel any weird pains and stuff,surprise
i feel dangerous churning,anger
im really starting to feel pressured,fear
im also living in a diocese awaiting a new bishop i feel unsure of the unknown,fear
i feel really agitated and frustrated,fear
i feel distressed by the amount of unproductive and inflammatory namecalling,fear
i feel like my outfit is a little boring ill throw on an orange lip and grab the minkoff and ive instantly upped the voltage by percent,sadness
i should be pleased because this is the first stage of the end game but i cant help feeling a little intimidated,fear
i also feel i am terrified of being misunderstood by other people,fear
i have absolutely nothing to do and i feel my life is worthless,sadness
i doubt that anyone who has any idea what this film is needs convincing to go and see it but if youre feeling a little disappointed after your first watch then give it another shot,sadness
i am feeling quite surprised by this nomination,surprise
i just feel all around neglectful and negligent,sadness
i believe it was day after my surgery john had to work and i was feeling miserable isolated and lonely,sadness
i dont write for more than a few days i feel dissatisfied and grumpy just ask my family,anger
i swallow and feel the hot flush going from throat to stomach in a little hot wave i breath out lower the cup and savour five minutes of simply sipping swallowing and feeling enjoying every second of it,love
i am at home and feeling groggy,sadness
i loved halloween and this is one of the times each year i feel especially nostalgic since living abroad,love
i think i m feeling irritable coz i m stress about property work,anger
i have to stay creative or i feel i will go mad,anger
i suppose i should not feel surprised that im going through a similar emotional journey now,surprise
i couldnt help but feel a bit confused as to who this work is targeting,fear
i am sorry if i carried on but i feel that our world spends too much time trying to fix people and not enough time just loving them,love
i woke up just after am feeling horrible,sadness
i feel like i should admit to her how many times a week i make pasta for dinner and that i never make my bed at school so shes less impressed or something,surprise
i spent my day feeling bitter and burned out,anger
im feeling as lethargic as possible and it seems to be killing all my cells,sadness
i feel threatened by my own success,fear
i still feel really bitter over it,anger
i feel ferocious on behalf of the hearts of others regularly,anger
i feel like what i am buying is worth my personality my charisma which i got deprived of because i couldnt bring all my belongings with me,sadness
i can feel my ovaries aching talking to me as i like to put it,sadness
i have an uneasy feeling that gatsby will be this years the lovely bones,love
i just feel extremely isolated like im doing this all by myself,sadness
i have this feeling of not really wanting to see her not because i hated her but its just this feeling that i think i shouldnt see her now cant really explain why,anger
i feel guilty and sorry to them,sadness
i cant help but feel restless about where i am in life on this boring rainy day,fear
i don t feel we re ever given the idea that its an invasion they just look a little curious,surprise
i was feeling really distressed about qualifying,fear
i feel frustration because i cant see beyond petty desires,anger
im feeling very overwhelmed,surprise
i feel really rude about this but i need to lie down,anger
i want to feel comfortable and we knew it,joy
i was planning to pop to a new vintage market today with my camera today but a friends th birthday shenanigans last night have left me feeling a tad delicate so a lazy day at home is about all im good for,love
i feel really brave the real world they face the challenges head on and constantly seek the most effective solutions,joy
i see in our children and grandchildren makes me feel ashamed of my own fears sometimes,sadness
i feel we will have no problem in fulfilling the criteria but i am more curious why my initial questions were ignored,surprise
i feel a little bit weird,fear
i am just feeling grouchy,anger
i feel like i say that every time i finally write so its a habit i am determined to break now,joy
i feel hesitant to do something i do it,fear
i didn t stop by to tell you the story of my life but just to give you congrads on everything you accomplished and still will in the future because i feel your zest for life is worth being envious of,anger
i mean beyond a massage but to relax so i feel every cell in my body dance with ease joy lightness looseness this type of relaxation getting there is messy,sadness
i couldnt help but feel useless i caused the accident and yet other people have to clear the impact i left behind,sadness
i do have to wonder what kind of person sits around for years waiting for someone they feel has wronged them to get theirs,anger
i do not like and many things about which i feel uncertain but i feel as if i m starting to get it to understand how to maintain control,fear
i decide that instead of feeling jealous im going to use it as inspiration to become a better photographer myself,anger
i was feeling again shocked about the conditions here and was a bit disqust about the shit of the hotel but as i am writing now im still doing bisniss,surprise
i started to feel cold after they checked me cm dilated,anger
im not feeling up to sympathetic right now im worried enough about my own problems i dont know if im strong enough for this,love
i feel i am determined not to let this gain set me back,joy
i sleep amp wake up to a morning where theres no more feelings to feel no more smiles to fake,sadness
im going to provide it in this post feel free to skip the rest of this post if youre only interested in travel related adventures deciding to go back to academia is a big step of course,joy
i suppose overall what im really feeling is a bit surprised about how i dont need people but people need me,surprise
i was never before a shop owner although my dad was a successful one and i feel funny to do this,surprise
i left her with a friendly hall mate in an effort to force her to make friends quickly and i spent the next days feeling parentally paranoid,fear
i really have feelings for a person i get scared that im going to do something to mess it up and end up doing just that,fear
i can drink a beer whilst writing without feeling weird,surprise
i wake up in the night feeling dazed and disturbed,surprise
i feel confident and all about myself i have regained my motivation and self esteem holding the belief that marriage is indeed the final destination of a relationship all of these were destroyed when he broke my heart i was cynical about even getting into another relationship or marriage,joy
i feel its very funny no one has invited me to pose,surprise
im feeling particularly overwhelmed i have a peace of mind that everything will come out just as well in the end,fear
i was not surprised to feel my legs numb and dragging for the start of my run,sadness
i feel as though i resent the fact that the supporting cast is so much more interesting than the one i control,love
i didnt feel like i could handle them than i would not have accepted the scholorship,love
i feel like a viking rich man and a young child,joy
im really starting to feel like a paranoid wreck and am not quite sure how im going to survive the coming weeks running up to my big milestone of weeks when our little alexander was born let alone the time after that,fear
i feel that no matter how devoted the british media were on preserving morale the idea of blitz spirit couldnt have been purely a media creation as the british public wouldnt have believed it at all as they couldnt relate,love
i listened to it my mind would clear and i would feel a little less agitated that i had beforehand,anger
i feel selfish for wanting more,anger
i know this sounds hyperbolic but it is how i feel lots of things can happen in peoples lives but i would not be at all surprised if rohan were not one day considered among the greatest short story writers of all time,surprise
i feel ashamed of my own skin the back of my hand tinged with turmeric and still faintly smelling of hamaam,sadness
i feel obama is simply because hillary is so hated by so many,anger
i feel like we went out and ha said he loved me or something,love
i do like the way this feels on the lips however and i can imagine that it would be lovely to use throughout the colder winter months to keep your lips baby smooth and soft,love
i feel so privileged to be helping the major lead you to some really awesome canon fanfics,joy
i motion plus add on which gives the game an uber realistic feel one of the producers for the game thomas singleton gave a little demo of gst and i am impressed,surprise
i just feel a little dissatisfied and i feel like my serious lack of patience is part of the issue,anger
i feel like having to grow up and face the real world funny how we can term the first years of our life as un real a debate for another post seems to have come too soon and im not ready for it,surprise
i trust her judgment above most definitely more than my own and lately i have not been feeling very funny,surprise
i feel myself dumb sometimes thx god theres smat people to help us,sadness
id only plan on doing two or three activities a day to not feel rushed,anger
i never really feel like supporting an artist,love
im feeling so virtuous its disgusting,joy
i had during these period of time be it feeling stressed stoned or even at times when i feel like giving up its all over and i just need a break from all these continuous datelines,sadness
i dont think much here i just feel that i dont like this but also that the bet by seems either dangerous or shifty,anger
i feel like in a sauna so hot,love
i vividly remember walking through the grass and feeling as if each blade was there supporting me in my journey to find my true self and spirit,love
i admit i too feel anxious about a style font size px href http www,fear
i am feeling a bit jaded and need to vent,sadness
i feel like the sydney live scene is pretty strong and often gets an unfair rap there s a bunch of good smaller venues and pop up bars that sometimes fly under the radar,joy
i knew i would feel like this i knew i would be so mad at myself and feel like i can never stick at anything worth while so why did i quit,anger
i feel that god has a role for me in demonstrating his love to them in what can be a highly pressured environment,fear
i have this crazy feeling that no one cares or theyll think im weird for thinking certain things or saying certain things,fear
i feel so stupid for,sadness
i must use so much boldness of speech before many whose feelings are exceedingly tender and chaste and delicate,love
i feel im being hated feeling lonely in december facing hardships that we cant bear,anger
i feel pressured to do more i say no,fear
i feel extremely selfish for asking for what i want,anger
im feeling really skeptical about it now gt well there is no school today,fear
i like to feel i m in the hands of a clever smart writer,joy
i feel like if i can just write my prayers out i wont get distracted by anything and everything,anger
i make no promisises but if i feel resentful doing something for him im not doing it anymore,anger
i can feel the gentle wind on my face the rain soaking my hair and body and soul,love
i feel that im probably going to get some backwash from a lot of my loyal readers shout out to lance,love
i am not one to be rude in speaking my mind or inconsiderate of peoples feelings im always considerate but learned to be honest with myself first,love
i do think it feels a little strange to stand there as the woman does all the work,fear
i feel her disappointment especially when you are in a romantic mood and ready to snap some really good photos,love
i got up and went to the computer and got on it i was feeling very hesitant and unsure,fear
i know and i still feel lousy,sadness
i feel that they are supporting me and mine,love
i feel disgusted when some of these,anger
i love feeling out the audience and when theyre timid or not particularly responsive winning them over,fear
i feel hopelessness i feel despair and i feel completely emotionally repressed and spiritually stunted,sadness
i always feel as if there s a strange void between first meeting someone and doing the small talk bit and then them becoming good friends,surprise
i feel oh so glamorous lookin super fabulous sometimes im insecure something i cant ignore all the flashin cameras try my best to handle it im just the girl next door i can hear the rumor take aaa,joy
i could feel my cheeks getting hot and i knew i was blushing bright yellow,love
i didnt feel rushed at all by anyone especially the doctor,anger
i know i m a good writer but i feel shaky when it comes to plot development,fear
im feeling a bit sad and blue,sadness
i feel sorry for my bank card in advance a little shopping trip could be on the cards,sadness
i comments so feel free to leave one or two,joy
i feel sorry for parents who miss their child s astounding and yet daily achievements,sadness
i feel like i have said it at every age but i am really loving jackson at months,love
i feel that im hated,anger
i saw a train passed its feel sooooo nostalgic and reminds me about our holiday last year theres a lot of memories i cant forgot,love
i do not believe there is even a word to describe just how i feel the lord has been so faithful and has come through more times than i could begin to count,love
i haven t taken any pain pills for several days due to the fact but i m feeling a bit tender tonight so i might take some soon,love
i can never be good enough for this world has been constantly ringing in my head but i cannot help but feel extremely insecure about myself and towards things around me,fear
i think it stems from when i was young we always seemed to be on holiday on my birthday which was great it somehow feels more special as everyone is together,joy
i feel that longing and that beautiful peace that comes with the moments after,love
i have no idea what he has in store for me so why have i been feeling so anxious,fear
i mean everyone feel bad,sadness
i want to be able to brag and feel superior and all that,joy
i was left feeling cute,joy
i delve wide places when pressed into service by my lover for it feels in this connection i keep with her my lovely georgina and her sagacious yet violent hips as if shes busy winching me up into her,love
i wanted my reader to feel afraid that they might be smith s next victim,fear
i have been feeling a tad bit discouraged in my photography business,sadness
i just feel more and more like not caring about what people think of me as long as im happy with myself i love you and your personality and everything,love
i usually come to feel distracted and i procrastinate,anger
i hate feeling helpless a href http mirafabulous,fear
i dont know if its just my mood when i read this anthology this month but i came away from it feeling a little less than impressed,surprise
i am feeling i can be grouchy i can be tired i can be angry and i just need to look at her and all of that negativity melts away it takes one smile one giggle even just a sideways glance,anger
i still feel amazed by its beauty diversity and joie de vivre,surprise
i was journaling through my feelings of disappointment and failure that my most determined attempts to perform this basic act of nurturing were so imperfect when i sensed a gentle voice saying you know what,joy
i can spot people in the crowd and i can walk home at night without feeling intimidated,fear
i feel that i did not document their lives enough over the past few years i dont remember the funny things they used to say a couple of years ago as all of it was drowned out by the worries of everyday life,surprise
i didnt think i would get into this novel too much it just made me want to cry but as i read and actually saw each character the feelings change and i dont know i just liked this novel,love
i get that having access to two markets is meant to be a good thing for lw but then there s bs with weapons and plate and tailoring with cloth and bags just at the moment it doesn t feel anything like being worthwhile for the amount of effort put into levelling the prof,joy
i feel wronged because no one knows this is caused by my poor sight,anger
i feel that supporting your cousin will make you feel good because yo admire your cousin s dedication so put aside your rightness and support her not her cause,love
i feel like the only place i really belong is being mama to my precious babies,joy
i said something on facebook and obviously my ex boyfriend feel offended about it,anger
i feel it is my journey to do that for others but i am always surprised when others do it for me,surprise
i walk into a pub in london i feel frightened,fear
i am feeling a bit rebellious and i was feeling a bit rebellious when i took the gals out for a spin in my official residence,anger
i am feeling overwhelmingly amazed by the world that we live in,surprise
i feel like its some competition to be funny and be on the inside of all their little jokes,surprise
i love and which has been my everything for so long and then there s making sure the people in my life feel loved and appreciated and that i spend enough time with them,love
i dont know what i expected but i didnt expect him to feel so complacent with it all,joy
i was feeling really low about our fertility problems and felt like i needed to air it,sadness
i did find an advert for an organic salon that does coloring but i still feel hesitant expense,fear
i feel like im advertising here but i was seriously impressed,surprise
i feel petty asking for a little appreciation,anger
i sometimes feels helpless and hopeless,fear
i feel like a frightened little girl,fear
i have been thinking on a working towards for a long time but it has become something i feel even more passionate about in this last year,joy
i feel pretty oh so pretty a href http just eat your cupcake,joy
i felt entirely saddened and my pity i couldn t help but feel angered,anger
i got home feeling amazing id been really successful in my goal for the run keeping my heart rate as low as possible which is still pretty high for the rest of the population but all things are relative,joy
i get the feeling that jelene is a little paranoid and perhaps trying too hard on certain things that it often backfired,fear
im feeling pretty safe,joy
i vida nevada feels like heaven sect i can t stop loving you alexia summer is craz,love
i am so afraid of that feeling being the only thing i feel again i am afraid of being trapped,fear
i feel especially impressed by its upkeep,surprise
i feel like i wont see anyone at all and then im shocked to see a lonely view of someone i thought i had known,surprise
i own it and i feel so honored,joy
i would be feeling pretty resentful and irritated too if i was being blamed for every less than desirable behavior simply because i was there,anger
i am just going through a confusing time right now but this is how i feel i have been a faithful cubs fan all of my life but it seems that recently something has changed in me,joy
i feel heartless again,anger
i didnt want to feel pressured,fear
i remember feeling amused that aw my boyfriend is jealous then that slowly turned to annoyance and slight anger,joy
i still might quit this if i feel its not worth it but i still was kindof curious to add some friends and such,surprise
i feel the education system is putting so much more focus on assessment planning etc etc that we have less time to focus on supporting the children and helping them develop as people,joy
i am feeling the heat on my legs and the cool on my shoulders listening to the water drip and realizing that i can t remember the last time i felt a silence quite like this,joy
i don t understand chinese i have yet to feel offended,anger
im feeling fine ish the next pretty carp,joy
i feel eager to know why,joy
i must admit after weeks of fetes dancing in the streets and rum not to mention dealing with drunkenness toddler seasickness and a bit of travelling im feeling a bit dazed,surprise
ive a feeling that honeycomb cake may become my signature dish and im keen to try new flavours,joy
i feel blessed that i am free to be me,love
i feel trusting and naive,joy
i am today reading shins english debut touching us readers on the korea times feeling surprised and proud at the same time,surprise
im getting there but i really do feel dazed and confused at the moment,surprise
i would be feeling i am genuinely shocked and surprised that he just hit jude,surprise
i feel a strange compulsion to make these cookies a third time,surprise
i got the feeling that jacky was only rescuing jaimy from himself out of a sense of duty it was after all her supposed death that drove him mad and that if she had her choice at that point she would have taken lord richard,anger
i feel pressured to do better and in the end not do well at all,fear
i like the colouring and size of this wand i feel like it would be the perfect wand for me,joy
i am sick angry or if i feel i am being wronged then slavery gets thrown out the window,anger
i feel angry because i feel i didn t get the respect i deserved,anger
i feel from my sweet sons amazes me to no end,love
i am not having that much tensions but enough to feel bothered by it,anger
im not sure why but i usually expect people not to like me and feel surprised if they do,surprise
i want my parents i want to be cared for in the same way that i care and finally i want to be able to place a name to what im feeling instead od just wallowing confused and pinning it on the closest possible source of upset,fear
i haven really feel treasured,love
i sometimes feel is carried in my heart just by loving my child so fiercely,love
i feel so damn wronged now,anger
i was actually starting to feel bad about what i knew was coming me attacking him with minutes left to race and beating him by one spot,sadness
i miss feeling excited about life,joy
i feel so confused about everything i m supposed to be doing,fear
i feel really stupid as a german in america,sadness
i woke up feeling shocked but loved,surprise
i was really feeling very happy and grateful with everyone who helped me,joy
i feel impressed from the a href http www,surprise
i continue to feel passionate about these projects,love
i feel a bit reluctant to forward on these exercises to other blogs,fear
i was still feeling weird about the day before,surprise
i always feel amazed at how many parallel realities and uses of the city as an arena are simultaneously happening at once,surprise
i still feel that i should be truthful dishonestly can kill,joy
i guess at times i feel heartless,anger
i kinda feel annoyed whenever someone does relatively well and still goes to the teacher to ask for more marks and says stuff like argh this is such a stupid mistake could have gotten a better grade if not for this,anger
i wanted to feel special,joy
i can not comprehend the emotion one feels the love the hatred the loneliness the longing,love
when i was six years old we were on holiday in france there was very heavy weather then,fear
i finally did something for me and it feels amazing,surprise
i spent most of the night tossing and turning and feeling thoroughly miserable,sadness
i feel restless or want to reach for comfort food or zone out with some mindless tv i m actually feeling hungry angry lonely or tired,fear
i guess that is because i was feeling very anxious,fear
i am lazy it is summer i hate hot and i hate feeling humiliated because i can t afford to cover my own responsibilities,sadness
i wish its been explored thoroughly because the ending feels rushed,anger
i have been feeling so uptight about my finances lately and then i find out yesterday that i get a huge refund from the school of which will help pay off some nasty bills,fear
i am feeling a bit suspicious of my landlord,fear
i feel the creative juices inspirations stirring around in my little brain,joy
i feel isolated from my roots,sadness
i mean what possesses guys to go hey i feel horny let me put my family jewels in front of a camera and show the whole world,love
i have heard many sermon illustrations on what these two characteristics imply to the follower of jesus and i don t feel impressed to revisit any of them right now,surprise
i feel restless and alone and its lasted way too long,fear
i feel a bit more casual aka cant be bothered a pair of skinny jeans and ballet flats combined with a nice blouse or shirt will do fine,joy
i feel somehow abused,sadness
i sometimes feel so overwhelmed by the hats that i wear and trying to figure out who the real emily is,surprise
i feel passionate about knitting and seeing really good films and the surprisingly awesome tv programs that are on now i cant believe i just wrote that,love
i feel a little overwhelmed i just think to myself this is a lot easier than welding,surprise
i was trying to catch the bus i explained feeling more than a bit dumb,sadness
i had to have my tonsils out i had been making up my mind almost for a year i was afraid but during the two hours in the hospital room,fear
i go t a greater feeling when i successfully convinced fazyana and marni mardiah to donate blood as well,joy
i find myself feeling just a little skeptical,fear
i do not feel needy w this one it just seems smooth i feel the passion but it s comfortable,sadness
im feeling a bit stunned this morning as i received the news that a classmates memorial service will take place next saturday,surprise
i feel like i can finally blog guilt free,joy
i always feel so flattered when another amazing blogger asks me to share a little of world on their blog so here it goes,surprise
i could watch vampires pick at her one after another i ran after her feeling terrified then i woke up,fear
i keep them at a distance and sometimes feel suspicious of their motives or feelings,fear
i use a small pump of the rosaliac cleanser i was a little unsure of this at first as its very gel like and felt quite sticky on my skin after applying but a few minutes later and its sunk in and feels lovely and fresh,love
i feel pressured myself if i have to ask his help in navigating the simple electronic everyday,fear
i wrote this book stated domet to help people who are feeling victimized by their experiences gain insight and perspective,sadness
i feel super reassured or that until i move on from this,joy
i feel weird taking up time and making these sometimes terrible sounds that people have to hear,surprise
i haven t even been around to visit in a long time and i do feel bad about that,sadness
i really despise feel irritated with myself for not liking that feeling,anger
i feel the hills over this leg were lovely and wild with a few areas of mining,love
i feel like turns out my dad was abused as a child my grandpa hit him and my grandma treated my dad and uncle as slaves they lived on a farm hours chores before and after school they werent driven anywhere,sadness
i feel about its performance but ive always been fond of the civic,love
i do feel deceived and abused by the advocate,sadness
i hate talking to a guy about how i feel about him i m terrified about how he d react or how i m suppose to behave,fear
i didn t feel like myself i felt grouchy depressed irritable and really tired,anger
i can laugh and joke and smile during the day but sometimes when i m alone at night i forget how to feel be brave,joy
i feel like it s rude to call someone without giving them advance notice and expecting them to answer it because who knows what they might be doing,anger
i am feeling decidedly amorous,love
i never want to have somebody who i feel the longing to caress and grab and be all over hours a day,love
i feel unsuccessful though,sadness
i was feeling empty and desolate at the flat possibility of never being loved again that and i had a heat migraine,sadness
i feel like one of the most loved girls in the world,love
i find myself frustrated at him because he doesn t feel supportive enough,love
i must say that it simply feels lovely to be surrounded by positive and accepting people,love
i dont know it if is the freshness of both but i feel more energetic during these seasons,joy
i am this evening having had a brilliant night fantastic run and feeling jolly darn good,joy
i feel honored to have known three of them for my entire childhood when i really needed them,joy
i absolutely hate feeling vulnerable and i will do almost anything to avoid it span style color black display inline,fear
i feel safe encoding utf locale en isprivate false ismobile false mobileclass isprivateblog false languagedirection ltr feedlinks link rel alternate type application atom xml title i could use a standing ovation could you,joy
i don t feel all that petty about crying over skin,anger
im feeling pretty amused by spook house dave this morning,joy
i feel faster and it s going to make for a dangerous fighter,anger
i really feel the need for dean to stop being stubborn about this now,anger
i dont know that much about christianism but i do know a bit about catholics in the way as it is experienced back home and i might be able to answer some questions in case someone out there feels curious about certain issues,surprise
i took a major impact blow to my right knee in a game a couple weeks ago and woke up feeling pretty lousy last week,sadness
i wanted to illustrate to the world that im feeling petrified of what i got myself into,fear
i already feel a tad less frantic over everything,fear
i try not to complain or show them my attacks because they feel so helpless like any parent would,sadness
my husband falls ill and does not follow the doctors advice on the treatment or the diet control,anger
i feeling so incredibly burdened,sadness
i sat in my room working or walking otis on the beach occasionally watching tv trekking off a meager few times down to the city to see a couple friends or sneaking an extra glass of wine after the parents had gone to bed feeling like a naughty child,love
